,Season,Date,Guests
1264,S08E126,2011-03-28,Keith Urban
1265,S08E127,2011-03-29,Greg Kinnear
1266,S08E128,2011-03-30,Jennifer Hudson and Savannah Robinson
1267,S08E129,2011-03-31,Helen Hunt
1268,S08E130,2011-04-01,Katie Holmes
1269,S08E131,2011-04-05,Orlando - LL Cool J
1270,S08E132,2011-04-06,Orlando - Eric Stonestreet
1271,S08E133,2011-04-07,Carrie Underwood
1272,S08E134,2011-04-08,Kim Cattrall
1273,S08E135,2011-04-11,Dwayne Johnson
1274,S08E136,2011-04-12,Khloe Kardashian Odom & Lamar Odom
1275,S08E137,2011-04-13,Anne Hathaway
1276,S08E138,2011-04-14,Kate Walsh
1277,S08E139,2011-04-15,Jamie Foxx
1278,S08E140,2011-04-18,Tyler Perry
1279,S08E141,2011-04-19,Tina Fey
1280,S08E142,2011-04-20,Robert Pattinson
1281,S08E143,2011-04-21,Reese Witherspoon
1282,S08E144,2011-04-22,Gwenyth Paltrow
1283,S08E145,2011-04-25,Mario Lopez
1284,S08E146,2011-04-26,Christina Aguilera
1285,S08E147,2011-04-27,Kristen Chenoweth
1286,S08E148,2011-04-28,Lady GaGa
1287,S08E149,2011-04-29,Orlando Bloom
1288,S08E150,2011-05-02,Steve Carell
1289,S08E151,2011-05-03,Steve Martin
1290,S08E152,2011-05-04,John Krasinski
1291,S08E153,2011-05-05,Kirstie Alley & Maksim Chmerkovskiy
1292,S08E154,2011-05-06,Mother's Day Show
1293,S08E155,2011-05-09,David Spade
1294,S08E156,2011-05-10,Jennifer Lopez
1295,S08E157,2011-05-11,Taylor Swift
1296,S08E158,2011-05-12,Shania Twain
1297,S08E159,2011-05-13,Colin Farrell
1298,S08E160,2011-05-16,Shia LeBeouf
1299,S08E161,2011-05-17,Bradley Cooper
1300,S08E162,2011-05-18,Patrick Dempsey
1301,S08E163,2011-05-19,Josh Duhamel
1302,S08E164,2011-05-20,Jessica Alba
1303,S08E165,2011-05-23,Ed Helms
1304,S08E166,2011-05-24,Tom Hanks
1305,S08E167,2011-05-26,John Rich
1306,S08E168,2011-05-27,Dolly Parton
1307,S08E169,2011-05-30,Meredith Vieira
1308,S08E170,2011-05-31,Rob Lowe
1309,S08E171,2011-06-01,Howie Mandel
1310,S09E01,2011-09-12,Season 9 Premire - Ashton Kutcher
1311,S09E02,2011-09-13,"David Arquette, Sidewinder, Taylor Swift"
1312,S09E03,2011-09-14,"Jon Cryer, Chaz Bono"
1313,S09E04,2011-09-15,"Eve Longoria, Greyson Chance"
1314,S09E05,2011-09-16,"David Beckham, Lady Antebellum, Maya Rudolph"
1315,S09E06,2011-09-19,Ellen's Live Emmy Show
1316,S09E07,2011-09-20,"Demi Lovato, Kathy Bates, Christina Applegate"
1317,S09E08,2011-09-21,"Joseph Gordon-Levitt & Seth Rogen, Bryce Dallas Howard & Anna Kendrick, Maroon 5"
1318,S09E09,2011-09-22,"Brad Pitt, Chris Pratt, Kelly Clarkson"
1319,S09E10,2011-09-23,"Jamie Foxx, Elisabetta Canalis & Val Chmerkovsky, Dr. Drew"
1320,S09E11,2011-09-26,"Wanda Sykes, Joe Jonas, Julianne Hough & Kenny Wormald"
1321,S09E12,2011-09-27,"Jennifer Garner, Cody Siminpson, Kevin Dillon"
1322,S09E13,2011-09-28,"Simon Cowell, Paula Abdul, Nicole Scherzinger, L.A. Reid, Steve Jones, Luke Bryan"
1323,S09E14,2011-09-29,"Heidi Klum, Nancy Pelosi, LeAnn Rimes"
1324,S09E15,2011-09-30,"David Spade, Bethenny Frankel"
1325,S09E16,2011-10-03,Breast Cancer Awareness Month
1326,S09E17,2011-10-04,"Kellie Pickler, Joel McHale"
1327,S09E18,2011-10-05,"Kim Kardashian & Kris Humphries, Angus T. Jones"
1328,S09E19,2011-10-06,"Zooey Deschanel, Ricki Lake & Derek Hough"
1329,S09E20,2011-10-07,"Alyson Hannigan, Scotty McCreery, Blake Mycoskie"
1330,S09E21,2011-10-10,"Steve Martin, Jack Black & Owen Wilson, Christina Grimmie"
1331,S09E22,2011-10-11,"Liza Minnelli, Keith Urban"
1332,S09E23,2011-10-12,"Glen Campbell, Ellen Pompeo"
1333,S09E24,2011-10-13,"Kaley Cuoco, Adam Scott, Lupe Fiasco"
1334,S09E25,2011-10-14,"Jesse Tyler Ferguson, Michael Strahan"
1335,S09E26,2011-10-17,"Hilary Duff, J.R. Martinez, Karina Smirnoff, Logan Lerman"
1336,S09E27,2011-10-18,"Martin Sheen & Emilio Estevez, Connie Britton, Philip Galanes"
1337,S09E28,2011-10-19,"Taylor Swift, Abigail Breslin, Foster The People"
1338,S09E29,2011-10-20,"Steve Harvey, Rachel Maddow, Robyn"
1339,S09E30,2011-10-21,"Marcia Cross, Lauren Alaina"
1340,S09E31,2011-10-24,"Harry Connick Jr & Kate Connick, Sean Hayes, Rob Kardashian & Cheryl Burke"
1341,S09E32,2011-10-25,"LL Cool J, Jonah Hill, Jason Derulo"
1342,S09E33,2011-10-26,"Will Arnett, Anton Yelchin & Felicity Jones, Lady Antebellum"
1343,S09E34,2011-10-27,"Justin Timberlake, Coldplay"
1344,S09E35,2011-10-28,"Michele Williams, Ariel Winter, Kevin Nealon"
1345,S09E36,2011-10-31,The Halloween Show!
1346,S09E37,2011-11-01,"Justin Bieber, Principal Sherrie Gahn"
1347,S09E38,2011-11-02,"Glen Campbell, Ellen Pompeo"
1348,S09E39,2011-11-03,"Eddie Murphy, Coldplay"
1349,S09E40,2011-11-04,"Antonio Banderas, Johnny Galecki"
1350,S09E41,2011-11-04,"Kate Walsh, Freida Pinto"
1351,S09E42,2011-11-08,"Sophia Grace Brownlee & Rosie McClelland, Kirsten Dunst"
1352,S09E43,2011-11-09,"Taye Diggs, Jermaine Jackson, Kermit the Frog"
1353,S09E44,2011-11-10,"Melissa McCarthy, Armie Hammer, Luke Bryan"
1354,S09E45,2011-11-11,Katy Perry
1355,S09E46,2011-11-14,"Lauren Graham, Josh Vietti"
1356,S09E47,2011-11-15,Amy Adams
1357,S09E48,2011-11-16,"Dylan McDermott, Miranda Lambert, Lil' P-nut"
1358,S09E49,2011-11-17,"Robin Williams, Selena Gomez & the Scene"
1359,S09E50,2011-11-18,"Robert Pattinson, Kristen Stewart, Taylor Lautner & Kellan Lutz, Ashley Greene, Nickki Reed, Jackson Rathbone, Peter Facinelli & Elizabeth Reaser, Bruno Mars"
1360,S09E51,2011-11-21,"Rihanna, Drew & Brittany Brees, Steve Spangler"
1361,S09E52,2011-11-22,"Tim Allen, Mark Kelly, Daughtry"
1362,S09E53,2011-11-23,"Sofia Vergara, Adam Levine, Gym Class Heroes"
1363,S09E54,2011-11-25,"Felicity Huffman, Cirque du Soleil: Iris"
1364,S09E55,2011-11-28,"Minnie Driver, Sarah Hyland"
1365,S09E56,2011-11-29,"Alison Sweeney, Usher, David Guetta"
1366,S09E57,2011-11-30,"Stevie Wonder, Kristin Chenoweth, Kym Douglas"
1367,S09E58,2011-12-01,"Day #1 of 12 Days of Giveaways - Vince and Shea Vaughn, Bono, Shailene Woodley, She & Him"
1368,S09E59,2011-12-02,"Day #2 of 12 Days of Giveaways - Sting, Russell Brand"
1369,S09E60,2011-12-05,"Day #3 of 12 Days of Giveaways - Josh Duhamel, Laura Dern"
1370,S09E61,2011-12-06,"Day #4 of 12 Days of Giveaways - Hilary Swank, Steve Jones, Sabrina Soto"
1371,S09E62,2011-12-07,"Day #5 of 12 Days of Giveaways - Katherine Heigl, Lenny Kravitz"
1372,S09E63,2011-12-08,"Day #6 of 12 Days of Giveaways - Pierce Brosnan, Bethenny Frankel"
1373,S09E64,2011-12-09,Day #7 of 12 Days of Giveaways - Lady Gaga
1374,S09E65,2011-12-12,"Day #8 of 12 Days of Giveaways - Allison Janney, Maggie Elizabeth Jones"
1375,S09E66,2011-12-13,Day #09 of 12 Days of Giveways - Diane Keaton
1376,S09E67,2011-12-14,"Day #10 of 12 Days of Giveaways - Charlize Theron, Kevin Nealon, Christina Perri"
1377,S09E68,2011-12-15,Day #11 of 12 Days of Giveaways - Paris Jackson
1378,S09E69,2011-12-16,Day #12 of 12 Days of Giveaways - Amy Poehler
1379,S09E70,2012-01-03,"Howie Mandel, Elle Fanning"
1380,S09E71,2012-01-04,"Dennis Quaid, Justin Bieber, Mindless Behavior"
1381,S09E72,2012-01-05,Jersey Shore Cast
1382,S09E73,2012-01-06,"Kirstie Alley, Jordyn Wieber"
1383,S09E74,2012-01-09,"Kelly Osbourne, Shervin Lalezary, Nolan Gould, Gavin DeGraw"
1384,S09E75,2012-01-10,"Woody Harrelson, Joshua Jackson, The Wanted"
1385,S09E76,2012-01-11,"James Spader, Jeremy Irvine, Daniel J. Simons & Jonah Richard Lehrer"
1386,S09E77,2012-01-12,"Meryl Streep, Ricky Gervais, Snow Patrol"
1387,S09E78,2012-01-13,"Queen Latifah, Kenneth Branagh"
1388,S09E79,2012-01-16,"Sofia Vergara, Big Time Rush"
1389,S09E80,2012-01-17,"Steven Tyler, Timothy Oliphant, Chris Young"
1390,S09E81,2012-01-18,"Colin Firth, Jeremy Irvine, Uggie the dog, Colbie Caillat"
1391,S09E82,2012-01-19,"Rob Lowe, Adam Lambert"
1392,S09E83,2012-01-20,"Kiefer Sutherland, Kevin Nealon"
1393,S09E84,2012-01-23,"Shemar Moore, Kym Douglas"
1394,S09E85,2012-01-24,"Sam Worthington, Michael Strahan, Seal"
1395,S09E86,2012-01-25,"Mario Lopez, Ben Flajnik"
1396,S09E87,2012-01-26,"Jimmy Kimmel, Melissa McCarthy, Earth Wind & Fire"
1397,S09E88,2012-01-27,"Ted Danson, Kellie Pickler, Christopher Plummer"
1398,S09E89,2012-01-30,"John Krasinski, 2Cellos"
1399,S09E90,2012-01-31,"Simon Baker, Kristen Bell"
1400,S09E91,2012-02-01,"Drew Barrymore, Octavia Spencer, Flo Rida"
1401,S09E92,2012-02-02,"Michelle Obama, Daniel Radcliffe"
1402,S09E93,2012-02-03,"Christina Aguilera, Adam Levine, Blake Shelton"
1403,S09E94,2012-02-06,"Jim Parsons, Miley Cyrus"
1404,S09E95,2012-02-07,"Martin Scorsese, Rachel McAdams"
1405,S09E96,2012-02-08,"Julie Bowen, Josh Hutcherson, The Band Perry"
1406,S09E97,2012-02-09,Channing Tatum
1407,S09E98,2012-02-10,"Denzel Washington, Kat Dennings, LL Cool J"
1408,S09E99,2012-02-13,"Jennifer Lopez, Marc Anthony, Jamie King"
1409,S09E100,2012-02-14,"Kris Jenner, Bruce Jenner"
1410,S09E101,2012-02-15,"Ellen Pompeo, Dierks Bentley"
1411,S09E102,2012-02-16,"Sean “Diddy” Combs, 2012 Sports Illustrated Swimsuit cover model Kate Upton"
1412,S09E103,2012-02-17,"Reese Witherspoon, Nathan Lane"
1413,S09E104,2012-02-20,Amanda Seyfried
1414,S09E105,2012-02-21,"Taylor Swift, Zac Efron"
1415,S09E106,2012-02-22,"Randy Jackson, Justin Theroux, Natasha Bedingfield"
1416,S09E107,2012-02-23,"Jennifer Aniston, Cirque du Soleil's Juggling Ants"
1417,S09E108,2012-02-24,"Seth Rogen, Bethenny Frankel"
1418,S09E109,2012-02-27,"Meredith Vieira, Emily VanCamp"
1419,S09E110,2012-02-28,Kate Walsh
1420,S09E111,2012-02-29,"Cheryl Hines, Kacie Boguskie, Steve Spangler"
1421,S09E112,2012-03-01,"Justin Bieber, Lauren Gray, Megan Mullally"
1422,S09E113,2012-03-02,"Steve Harvey, Jason Mraz"
1423,S09E114,2012-03-05,"Julianne Moore, Idina Menzel"
1424,S09E115,2012-03-06,"Christian Slater, Lenny Kravitz"
1425,S09E116,2012-03-07,"Jon Hamm, Michael Weatherly, Sara Bareilles"
1426,S09E117,2012-03-08,"Megan Fox, Carson Daly, Justin Willman"
1427,S09E118,2012-03-09,"David Arquette, Robin Thicke"
1428,S09E119,2012-03-12,"Jason Segel, Jennifer Morrison, Cirque du Soleil's Ants"
1429,S09E120,2012-03-13,"Jessica Simpson, Ellie Kemper, Dierks Bentley & the Punch Brothers"
1430,S09E121,2012-03-14,"Jonah Hill, Chris Rene"
1431,S09E122,2012-03-15,"Ewan McGregor, Drew Brees, Toby Keith"
1432,S09E123,2012-03-16,Amanda Peet
1433,S09E124,2012-03-19,"Ed Helms, Kathy Freston"
1434,S09E125,2012-03-20,"Armie Hammer, Kevin Nealon, Birdy"
1435,S09E126,2012-03-21,"Elizabeth Banks, Casey James"
1436,S09E127,2012-03-22,"Kristin Chenoweth, K'Naan featuring Nelly Furtado"
1437,S09E128,2012-03-23,"Julia Roberts, Liam Hemsworth, Justin Bieber, Carly Rae Jepsen"
1438,S09E129,2012-04-02,"Colin Farrell, Seann William Scott, Lionel Richie"
1439,S09E130,2012-04-03,"Andrew Garfield, Edie Falco, Mo Isom"
1440,S09E131,2012-04-04,"Emma Stone, Kenny Chesney, Tim McGraw, Time Salaz"
1441,S09E132,2012-04-05,"Jennifer Love Hewitt, Rascal Flatts, Kym Douglas"
1442,S09E133,2012-04-06,"Jason Biggs, Colbie Caillat, Common"
1443,S09E134,2012-04-09,"Cee-Lo Green, Miranda Kerr, Chloe & Halle Bailey"
1444,S09E135,2012-04-10,"Jane Lynch, Alison Sweeney, Bonnie Raitt"
1445,S09E136,2012-04-11,"Khloe Kardashian Odom, Ellie Goulding"
1446,S09E137,2012-04-12,"Maya Rudolph, Josh Bowman, Karmin"
1447,S09E138,2012-04-13,"Sean Hayes, Gabrielle Union, Wayne Pacelle"
1448,S09E139,2012-04-16,"Michelle Obama, Katharine McPhee, Neon Trees"
1449,S09E140,2012-04-17,"Emily Blunt, Jason Mraz"
1450,S09E141,2012-04-18,"Mariska Hargitay, Squeeze, Megan Hilty"
1451,S09E142,2012-04-19,"Wanda Sykes, Bon Iver"
1452,S09E143,2012-04-20,"Nicole Richie, Jennie Garth, Tom Shadyac"
1453,S09E144,2012-04-23,"Sharon Osbourne, Maria Menounos & Derek Hough, Roberto Martin"
1454,S09E145,2012-04-24,"Jesse Tyler Ferguson, Rita Wilson, Cory Booker, Grace Potter & the Nocturnals"
1455,S09E146,2012-04-25,"Jack Black, Cobie Smulders"
1456,S09E147,2012-04-26,"Adam Levine, Sophia Grace & Rosie,"
1457,S09E148,2012-04-27,Hugh Grant
1458,S09E149,2012-04-30,"Diane Keaton, Donald Driver & Peta Murgatroyd"
1459,S09E150,2012-05-01,"Jessica Alba, Scott Caan, Paul"
1460,S09E151,2012-05-02,"Julianna Margulies, Kevin Nealon"
1461,S09E152,2012-05-03,Bill Clinton
1462,S09E153,2012-05-04,"Scarlett Johansson, Robert Downey Jr.,"
1463,S09E154,2012-05-07,"Eva Mendes, Beth Ostrosky Stern"
1464,S09E155,2012-05-08,"Johnny Depp, Chloe Grace Moretz, Michelle Pfeiffer, Alison Sweeney, Flo Rida"
1465,S09E156,2012-05-09,"Carrie Underwood, Anna Kendrick"
1466,S09E157,2012-05-10,Nicki Minaj
1467,S09E158,2012-05-11,"Hilary Duff, Nick Cannon, Molly Sims"
1468,S09E159,2012-05-14,"Kate Beckinsale, Taylor Kitsch,"
1469,S09E160,2012-05-15,"Jennifer Lopez, Cameron Diaz, John Mayer, Victoria Justice"
1470,S09E161,2012-05-16,"Steve Carell, Brooklyn Decker, Bobby Brown"
1471,S09E162,2012-05-17,Russell Brand
1472,S09E163,2012-05-18,Ellen's 1500th show
1473,S09E164,2012-05-21,"Howie Mandel, Cat Deeley"
1474,S09E165,2012-05-22,"Katy Perry, Alanis Morissette"
1475,S09E166,2012-05-23,"Will Smith, Justin Bieber"
1476,S09E167,2012-05-24,Charlize Theron
1477,S09E168,2012-05-25,"Matt LeBlanc, Olivia Munn"
1478,S09E169,2012-05-28,"Ellie Kemper, Rufus Wainwright"
1479,S09E170,2012-05-29,"Vince Vaughn, Kat Graham, Bethenny Frankel"
1480,S09E171,2012-05-30,"Vanessa Williams, Sarah Hyland"
1481,S10E01,2012-09-10,"Pink, Patrick Dempsey, Gabrielle Douglas, McKayla Maroney, Kyla Ross"
1482,S10E02,2012-09-11,"Britney Spears, Simon Cowell"
1483,S10E03,2012-09-12,"Dave Matthews Band, Allison Janney, Reese Witherspoon"
1484,S10E04,2012-09-13,"Kate Hudson, Katy Perry, Little Big Town"
1485,S10E05,2012-09-14,"Justin Bieber, Phillip Phillips"
1486,S10E06,2012-09-17,"Bethenny Frankel, Kellie Pickler, the top four from “So You Think You Can Dance”"
1487,S10E07,2012-09-18,"Clint Eastwood, Pattie Mallette, Carly Rae Jepsen"
1488,S10E08,2012-09-19,"Michael J. Fox, L.A. Reid, PSY"
1489,S10E09,2012-09-20,"Amy Poehler, Ricky Gervais"
1490,S10E10,2012-09-21,"Dennis Quaid, Jenna Dewan-Tatum"
1491,S10E11,2012-09-24,"Viola Davis, Pamela Anderson"
1492,S10E12,2012-09-25,"Zooey Deschanel, Maggie Elizabeth Jones, No Doubt"
1493,S10E13,2012-09-26,"Joseph Gordon-Levitt, Kerry Washington, No Doubt"
1494,S10E14,2012-09-27,"Jennifer Garner, Dwight David Howard, Green Day"
1495,S10E15,2012-09-28,"Selena Gomez, Kobe Bryant, the Killers"
1496,S10E16,2012-10-01,"Liam Neeson, Gilles Marini & Peta Murgatroyd, Cher Lloyd"
1497,S10E17,2012-10-02,Matchbox Twenty
1498,S10E18,2012-10-03,"Eric Dane, Mike “The Situation” Sorrentino, Paul “Pauly D” DelVecchio, Ronnie Ortiz-Magro, Vinny Guadagnino, OneRepublic"
1499,S10E19,2012-10-04,"Zac Efron, Rebel Wilson, Ed Sheeran"
1500,S10E20,2012-10-05,"Annette Bening, Cheryl Hines, Shawn Johnson & Derek Hough"
1501,S10E21,2012-10-08,Colin Farrell
1502,S10E22,2012-10-09,"Matthew Perry, Justin Bartha"
1503,S10E23,2012-10-10,"Eric Stonestreet, Rachel Maddow, Joshua Radin"
1504,S10E24,2012-10-11,"Bethenny Frankel, Octavia Spencer"
1505,S10E25,2012-10-12,"Kate Walsh, Mike Epps, Anthony Robles"
1506,S10E26,2012-10-15,"Joel McHale, Sabrina Bryan & Louis Van Amstel, the Script with will.i.am"
1507,S10E27,2012-10-16,"Emma Watson, Kym Douglas, D.L. Hughley, the Wallflowers"
1508,S10E28,2012-10-17,"Matthew Fox, Ellie Goulding"
1509,S10E29,2012-10-18,"Nicole Richie, Nina Conti"
1510,S10E30,2012-10-22,"Jessica Lange, Beth Behrs, Hunter Hayes"
1511,S10E31,2012-10-23,"Portia De Rossi, Jerry O'Connell, LL Cool J, Victoria Jackson & Ali Guthy"
1512,S10E32,2012-10-24,Helen Hunt
1513,S10E33,2012-10-25,Taylor Swift
1514,S10E34,2012-10-26,Halle Berry
1515,S10E35,2012-10-29,Madonna
1516,S10E36,2012-10-30,"Steve Harvey, Macklemore & Ryan Lewis"
1517,S10E37,2012-10-31,Jane Lynch
1518,S10E38,2012-11-01,"Emmitt Smith, Cheryl Burke"
1519,S10E39,2012-11-02,"Denzel Washington, Jenna Fischer, Luke Bryan"
1520,S10E40,2012-11-05,"Julie Bowen, Peter Facinelli, Elizabeth Reaser"
1521,S10E41,2012-11-06,Model Heidi Klum; actresses Nikki Reed and Mackenzie Foy
1522,S10E42,2012-11-07,Actor Russell Brand; reality star Bethenny Frankel
1523,S10E43,2012-11-08,Actress Miley Cyrus; actors Maggie Grace and Jackson Rathbone
1524,S10E44,2012-11-09,Actors Robert Pattinson and Taylor Lautner; actress Kirstie Alley
1525,S10E45,2012-11-12,"Adam Levine, Jennifer Hudson, Maroon 5"
1526,S10E46,2012-11-13,Actor Andrew Garfield; reality-TV stars Alison Eastwood and Donald Schultz; Ne-Yo performs.
1527,S10E47,2012-11-14,Singer Rihanna; Blue Man Group performs.
1528,S10E48,2012-11-15,Actress Keira Knightley; One Direction performs at an outdoor concert.
1529,S10E49,2012-11-16,Actress Vanessa Williams; Jason Aldean performs.
1530,S10E50,2012-11-19,Alyson Hannigan
1531,S10E51,2012-11-20,Actor Jesse Tyler Ferguson; an interview and performance by Kelly Clarkson
1532,S10E52,2012-11-21,Actress Jennifer Lawrence.
1533,S10E53,2012-11-26,Actor Ray Romano; dancer Stephen ''tWitch'' Boss; Cirque du Soleil's Kiriki act perform.
1534,S10E54,2012-11-27,"Ellen Pompeo, Jason Sudeikis, Miguel"
1535,S10E55,2012-11-28,"Khloe Kardashian, Damian Lewis, Jane Lynch"
1536,S10E56,2012-11-29,"Tim Allen, Kunal Nayyar, Maroon 5"
1537,S10E57,2012-11-30,"Wanda Sykes, Kevin Pollak"
1538,S10E58,2012-12-03,"Jessica Biel, Damon Wayans Jr."
1539,S10E59,2012-12-04,"Gerard Butler, Giada De Laurentiis, Martha Plimpton"
1540,S10E60,2012-12-05,"John Travolta, Olivia Newton-John, Mario Lopez"
1541,S10E61,2012-12-06,"Drew Barrymore, Cory Monteith"
1542,S10E62,2012-12-07,Christina Aguilera
1543,S10E63,2012-12-10,"Fergie, Nathan Lane"
1544,S10E64,2012-12-11,"Naomi Watts, J.R. Martinez"
1545,S10E65,2012-12-12,"Howie Mandel, Tom Shadyac, Idina Menzel"
1546,S10E66,2012-12-13,"Amanda Seyfried, Usher"
1547,S10E67,2012-12-14,"Hugh Jackman, Justin Bieber"
1548,S10E68,2012-12-17,"Anne Hathaway, Cee-Lo Green"
1549,S10E69,2012-12-18,"Bradley Cooper, Bruno Mars"
1550,S10E70,2012-12-19,"Megan Fox, Eddie Redmayne, Bethenny Frankel"
1551,S10E71,2012-12-20,"Jamie Foxx, Rosemarie DeWitt, One Direction"
1552,S10E72,2012-12-21,"Justin Bieber, Hugh Jackman"
1553,S10E73,2013-01-03,"Alison Sweeney, Allen Stone"
1554,S10E74,2013-01-04,"Timothy Olyphant, Sarah Hyland, Justin Flom"
1555,S10E75,2013-01-07,"Courteney Cox, Kevin Hart"
1556,S10E76,2013-01-08,"Kaley Cuoco, Padma Lakshmi"
1557,S10E77,2013-01-09,"Bethenny Frankel, Ricky Gervais, Kevin Nealon"
1558,S10E78,2013-01-10,"Emma Stone, Common"
1559,S10E79,2013-01-11,Jimmy Kimmel
1560,S10E80,2013-01-14,"Keith Urban, Savannah Guthrie"
1561,S10E81,2013-01-15,Nicki Minaj
1562,S10E82,2013-01-16,"Jennifer Lopez, Kyle Chandler, Phillip Phillips"
1563,S10E83,2013-01-17,"Mark Wahlberg, Josh Hopkins"
1564,S10E84,2013-01-18,"Chris Kluwe, Macklemore & Ryan Lewis"
1565,S10E85,2013-01-21,"Chris Colfer, Paul"
1566,S10E86,2013-01-22,Michael Chiklis
1567,S10E87,2013-01-23,"Simon Baker, NeNe Leakes"
1568,S10E88,2013-01-24,"Kristen Bell, Cedric the Entertainer"
1569,S10E89,2013-01-25,"Jude Law, Blind Pilot"
1570,S10E90,2013-01-28,"Sean Hayes, Jillian Michaels"
1571,S10E91,2013-01-29,"Sally Field, Quvenzhane Wallis"
1572,S10E92,2013-01-30,"Catherine Zeta-Jones, Nicholas Hoult"
1573,S10E93,2013-01-31,Ryan Seacrest
1574,S10E94,2013-02-01,"Chris Tucker, Nolan Gould"
1575,S10E95,2013-02-04,Kiefer Sutherland
1576,S10E96,2013-02-05,"Jessica Chastain, Tim McGraw"
1577,S10E97,2013-02-06,"Melissa McCarthy, Jacki Weaver"
1578,S10E98,2013-02-07,"Eric Stonestreet, Emeli Sandé"
1579,S10E99,2013-02-08,"Ewan McGregor, Sophia Grace & Rosie"
1580,S10E100,2013-02-11,"David Spade, The Lumineers"
1581,S10E101,2013-02-12,"Michelle Obama, Al Gore, Bruno Mars"
1582,S10E102,2013-02-13,"Mila Kunis, Tegan and Sara"
1583,S10E103,2013-02-14,"Sofia Vergara, Josh Groban"
1584,S10E104,2013-02-15,"Josh Duhamel, Bethenny Frankel, Alicia Keys"
1585,S10E105,2013-02-18,"Chelsea Handler, Sophia Grace & Rosie"
1586,S10E106,2013-02-19,"Dennis Quaid, Nicole -Snooki- Polizzi, Jenni -JWoww- Farley"
1587,S10E107,2013-02-20,"Wanda Sykes, Kate Upton, Kym Douglas"
1588,S10E108,2013-02-21,"Russell Brand, Wolfgang Puck"
1589,S10E109,2013-02-22,"Kate Walsh, Steve Harvey"
1590,S10E110,2013-02-25,Felicity Huffman
1591,S10E111,2013-02-26,"Randy Jackson, Cameron Mathison"
1592,S10E112,2013-02-27,"Colin Farrell, Steve Spangler"
1593,S10E113,2013-02-28,"Zach Braff, Laurie Holden, Chris Mann"
1594,S10E114,2013-03-01,"Mark Wahlberg and Sean “Diddy” Combs, Bonnie Raitt"
1595,S10E115,2013-03-04,"Ellie Kemper, Rico Rodriguez"
1596,S10E116,2013-03-05,"Salma Hayek, Kellan Lutz"
1597,S10E117,2013-03-06,"Jessica Simpson, Jimmie Johnson"
1598,S10E118,2013-03-07,"Howie Mandel, Dave Grohl"
1599,S10E119,2013-03-08,"Steve Carell, Emily VanCamp"
1600,S10E120,2013-03-11,"Jessica Alba, Scott Foley"
1601,S10E121,2013-03-12,"Josh Duhamel, Bethenny, Alicia Keys"
1602,S10E122,2013-03-13,Halle Berry
1603,S10E123,2013-03-14,"Jennifer Love Hewitt, D.L. Hughley & Cheryl Burke"
1604,S10E124,2013-03-15,"Joel McHale, Michael Weatherly"
1605,S10E125,2013-03-18,Nicolas Cage
1606,S10E126,2013-04-02,"John Mayer, Eva Mendes"
1607,S10E127,2013-04-03,"Bruno Mars, Ted Danson"
1608,S10E128,2013-04-04,"Matthew Perry, Chris O'Dowd"
1609,S10E129,2013-04-05,"Kellie Pickler, Giuliana and Bill Rancic"
1610,S10E130,2013-04-08,"Chris O'Donnell, Aubrey Plaza"
1611,S10E131,2013-04-09,"Jerry O'Connell, Brad Paisley"
1612,S10E132,2013-04-10,"Mario Lopez, Kacey Musgraves, Bethenny Frankel"
1613,S10E133,2013-04-11,"Julia Louis-Dreyfus, The Band Perry"
1614,S10E134,2013-04-12,"Heidi Klum, Michael Weatherly"
1615,S10E135,2013-04-15,"Hilary Duff, D.L. Hughley and Cheryl Burke"
1616,S10E136,2013-04-16,"Selena Gomez, Sophia Grace & Rosie"
1617,S10E137,2013-04-17,The Cast of 'Grown Ups 2'!
1618,S10E138,2013-04-18,"Jennifer Aniston, Bryce Dallas Howard, Brittany Snow"
1619,S10E139,2013-04-19,"Jennifer Love Hewitt, Ryan Lochte, Co-host Matthew Perry"
1620,S10E140,2013-04-22,"Jane Lynch, Kenny Chesney"
